	gene_matrix_background
25744	66878
25745	66880
25746	66881
25747	668814
25748	66882
25749	668829
25750	66884
25751	66885
25752	66887
25753	668880
25754	66889
25755	66890
25756	668917
25757	66892
25758	668923
25759	668929
25760	66894
25761	668940
25762	66895
25763	66897
25764	668976
25765	66898
25766	66899
25767	66901
25768	66902
25769	66904
25770	66905
25771	66910
25772	66911
25773	66912
25774	66913
25775	66914
25776	669149
25777	66916
25778	66917
25779	66921
25780	66922
25781	66923
25782	66925
25783	66926
25784	66929
25785	66930
25786	66931
25787	66932
25788	66934
25789	66935
25790	66938
25791	66939
25792	669393
25793	66940
25794	66942
25795	66945
25796	66948
25797	66949
25798	66952
25799	66953
25800	66957
25801	66958
25802	66959
25803	66961
25804	66962
25805	66964
25806	66965
25807	66966
25808	66967
25809	669675
25810	66968
25811	66970
25812	66971
25813	66972
25814	66973
25815	66975
25816	669751
25817	66977
25818	66978
25819	669780
25820	66979
25821	66980
25822	66983
25823	66985
25824	66988
25825	66989
25826	66990
25827	66991
25828	66993
25829	66994
25830	66995
25831	66996
25832	66997
25833	66998
25834	66999
25835	67000
25836	67003
25837	67005
25838	67006
25839	67008
25840	67009
25841	67010
25842	67011
25843	67013
25844	67015
25845	67016
25846	67017
25847	67019
25848	67020
25849	67023
25850	67025
25851	67026
25852	67027
25853	67030
25854	67031
25855	67035
25856	670358
25857	67036
25858	67037
25859	67039
25860	67040
25861	67041
25862	67042
25863	67043
25864	67044
25865	67045
25866	67046
25867	670464
25868	670472
25869	67048
25870	670482
25871	67049
25872	670496
25873	67050
25874	670507
25875	67052
25876	67053
25877	670533
25878	67054
25879	670550
25880	670558
25881	67057
25882	67059
25883	67062
25884	67064
25885	67065
25886	67067
25887	67068
25888	67070
25889	67071
25890	67072
25891	670727
25892	67073
25893	67074
25894	67075
25895	670764
25896	670775
25897	67078
25898	67080
25899	67081
25900	67084
25901	67085
25902	670857
25903	67086
25904	67087
25905	67088
25906	670880
25907	67089
25908	670895
25909	67091
25910	67092
25911	670940
25912	67095
25913	67096
25914	67097
25915	67099
25916	67101
25917	67102
25918	67103
25919	67105
25920	67106
25921	67109
25922	67111
25923	67112
25924	671132
25925	67115
25926	67116
25927	67117
25928	67118
25929	67119
25930	67120
25931	67121
25932	67122
25933	67123
25934	671232
25935	67125
25936	67126
25937	67127
25938	67128
25939	67130
25940	67131
25941	67133
25942	671336
25943	67134
25944	67135
25945	67136
25946	67138
25947	67139
25948	67141
25949	67143
25950	67144
25951	67145
25952	67149
25953	67150
25954	67151
25955	67153
25956	671535
25957	67154
25958	67155
25959	671564
25960	67158
25961	67160
25962	67161
25963	67163
25964	67164
25965	671650
25966	67166
25967	67168
25968	67169
25969	67170
25970	67171
25971	67177
25972	67178
25973	67179
25974	67180
25975	67181
25976	67182
25977	67184
25978	67186
25979	67187
25980	67188
25981	671917
25982	67194
25983	67196
25984	67197
25985	67198
25986	67199
25987	67200
25988	67201
25989	67203
25990	67204
25991	67207
25992	672098
25993	67210
25994	67211
25995	67212
25996	672125
25997	67213
25998	67216
25999	67217
26000	67219
26001	67220
26002	67222
26003	67223
26004	67224
26005	67225
26006	67226
26007	67228
26008	672284
26009	67229
26010	67230
26011	67231
26012	67235
26013	67236
26014	67238
26015	67239
26016	67241
26017	67242
26018	672445
26019	67245
26020	67248
26021	67249
26022	672498
26023	672511
26024	67252
26025	67255
26026	67260
26027	67261
26028	67263
26029	67264
26030	67267
26031	67268
26032	67269
26033	67270
26034	67272
26035	67273
26036	67276
26037	672763
26038	67277
26039	67278
26040	67279
26041	67280
26042	67281
26043	67283
26044	67285
26045	67286
26046	67287
26047	67288
26048	67289
26049	67290
26050	67291
26051	67292
26052	67293
26053	67295
26054	67296
26055	67298
26056	67299
26057	67300
26058	67302
26059	67303
26060	67304
26061	67305
26062	67306
26063	67307
26064	67308
26065	673094
26066	67310
26067	67311
26068	67315
26069	67317
26070	67319
26071	67320
26072	67321
26073	67325
26074	67326
26075	67327
26076	67328
26077	67329
26078	67330
26079	67331
26080	67332
26081	67333
26082	67336
26083	67337
26084	67338
26085	67339
26086	67340
26087	67341
26088	67342
26089	67343
26090	67345
26091	67348
26092	67349
26093	67350
26094	67351
26095	67355
26096	67356
26097	67357
26098	67358
26099	67360
26100	67366
26101	67367
26102	673676
26103	673685
26104	67369
26105	67370
26106	67371
26107	67373
26108	67374
26109	67375
26110	67378
26111	67379
26112	67381
26113	67382
26114	67383
26115	67384
26116	67387
26117	67391
26118	67392
26119	67393
26120	67394
26121	67395
26122	67397
26123	673977
26124	67398
26125	67399
26126	67402
26127	67405
26128	67407
26129	67410
26130	67412
26131	67414
26132	67416
26133	67417
26134	67418
26135	67420
26136	674214
26137	67422
26138	67425
26139	674251
26140	67427
26141	674277
26142	67429
26143	67430
26144	67432
26145	67433
26146	67434
26147	67437
26148	67439
26149	67440
26150	67441
26151	67442
26152	67443
26153	67444
26154	67445
26155	67446
26156	67448
26157	67451
26158	67452
26159	67453
26160	67454
26161	67455
26162	67456
26163	67457
26164	67458
26165	67459
26166	67460
26167	67463
26168	67464
26169	67465
26170	67466
26171	67467
26172	67468
26173	67469
26174	67470
26175	67471
26176	67472
26177	67473
26178	67474
26179	67477
26180	67480
26181	67484
26182	674842
26183	67486
26184	67487
26185	67488
26186	67489
26187	674895
26188	67490
26189	67492
26190	67493
26191	67495
26192	67498
26193	67500
26194	67501
26195	67503
26196	67504
26197	67505
26198	67507
26199	67509
26200	67510
26201	67511
26202	67512
26203	67513
26204	67515
26205	67516
26206	67518
26207	67522
26208	67523
26209	67524
26210	67525
26211	67526
26212	67528
26213	67529
26214	675294
26215	67530
26216	67531
26217	67532
26218	675325
26219	67533
26220	67534
26221	67537
26222	67538
26223	67542
26224	67543
26225	67544
26226	67547
26227	67548
26228	67549
26229	67550
26230	67553
26231	67554
26232	67555
26233	67556
26234	67557
26235	67561
26236	67568
26237	675689
26238	67569
26239	67573
26240	67574
26241	675749
26242	67576
26243	67578
26244	67579
26245	67580
26246	67581
26247	675812
26248	67582
26249	67583
26250	67585
26251	67586
26252	67588
26253	67590
26254	67591
26255	67592
26256	675921
26257	67593
26258	67596
26259	675969
26260	67602
26261	67603
26262	67604
26263	67605
26264	67606
26265	67607
26266	67608
26267	67609
26268	67610
26269	67615
26270	67618
26271	67619
26272	67620
26273	67621
26274	67622
26275	67623
26276	67628
26277	67629
26278	67630
26279	67634
26280	67637
26281	67638
26282	67639
26283	67640
26284	67642
26285	67644
26286	67645
26287	67646
26288	67647
26289	67651
26290	67652
26291	676527
26292	67653
26293	67655
26294	67656
26295	67657
26296	67659
26297	67661
26298	67664
26299	67665
26300	67666
26301	67667
26302	67671
26303	67672
26304	67674
26305	67675
26306	67676
26307	67678
26308	67680
26309	67681
26310	67683
26311	67684
26312	67687
26313	67689
26314	67690
26315	676914
26316	67692
26317	67693
26318	67694
26319	67695
26320	67698
26321	67701
26322	67702
26323	67703
26324	67704
26325	677044
26326	67705
26327	67706
26328	67707
26329	67708
26330	67709
26331	67710
26332	67711
26333	67712
26334	67713
26335	67715
26336	677156
26337	677168
26338	67717
26339	67718
26340	67719
26341	67722
26342	67723
26343	67724
26344	67725
26345	67726
26346	67727
26347	67728
26348	677289
26349	67729
26350	677296
26351	67731
26352	67732
26353	67733
26354	67735
26355	67736
26356	67737
26357	67738
26358	67739
26359	67741
26360	67742
26361	677440
26362	67745
26363	67746
26364	67747
26365	67749
26366	67750
26367	67752
26368	677525
26369	67753
26370	67755
26371	67758
26372	67759
26373	67760
26374	67763
26375	67765
26376	67767
26377	67768
26378	67769
26379	67770
26380	67771
26381	67772
26382	67773
26383	67774
26384	67775
26385	67776
26386	67778
26387	67781
26388	67784
26389	67785
26390	67788
26391	677884
26392	67789
26393	67790
26394	67791
26395	67792
26396	67795
26397	67797
26398	67800
26399	67801
26400	67803
26401	67804
26402	67808
26403	67809
26404	67811
26405	67812
26406	67815
26407	67819
26408	67821
26409	67824
26410	67826
26411	67828
26412	67830
26413	67832
26414	67834
26415	67836
26416	67838
26417	67839
26418	67840
26419	67841
26420	67842
26421	67843
26422	67844
26423	67845
26424	67846
26425	67847
26426	67848
26427	67849
26428	67850
26429	67854
26430	67855
26431	67856
26432	67857
26433	67859
26434	67860
26435	67861
26436	67862
26437	67863
26438	67864
26439	67865
26440	67866
26441	67867
26442	67868
26443	67869
26444	67870
26445	67871
26446	67872
26447	67873
26448	67874
26449	67876
26450	67877
26451	67878
26452	67880
26453	67881
26454	67883
26455	67886
26456	67887
26457	67888
26458	67889
26459	67890
26460	67891
26461	67892
26462	67893
26463	67895
26464	67896
26465	67897
26466	67898
26467	67899
26468	67900
26469	67902
26470	67903
26471	67905
26472	67909
26473	67911
26474	67912
26475	67914
26476	67916
26477	67917
26478	67920
26479	67921
26480	67922
26481	67927
26482	67928
26483	67929
26484	67931
26485	67932
26486	67933
26487	67934
26488	67935
26489	67936
26490	67937
26491	67938
26492	67939
26493	67941
26494	67942
26495	67944
26496	67945
26497	67946
26498	67948
26499	67949
26500	67951
26501	67952
26502	67955
26503	67956
26504	67958
26505	67959
26506	67963
26507	67966
26508	67967
26509	67968
26510	67971
26511	67972
26512	67973
26513	67974
26514	67976
26515	67978
26516	67979
26517	67980
26518	67981
26519	67983
26520	67985
26521	67988
26522	67991
26523	67993
26524	67994
26525	67996
26526	67997
26527	68002
26528	68009
26529	68010
26530	68011
26531	68014
26532	68015
26533	68017
26534	68021
26535	68023
26536	68027
26537	68028
26538	68031
26539	68032
26540	68033
26541	68034
26542	68035
26543	68036
26544	68038
26545	68039
26546	68040
26547	68041
26548	68043
26549	68044
26550	68046
26551	68047
26552	68048
26553	68050
26554	68051
26555	68052
26556	68053
26557	68054
26558	68058
26559	68059
26560	68066
26561	68070
26562	68074
26563	68075
26564	68079
26565	68080
26566	68082
26567	68083
26568	68087
26569	68089
26570	68090
26571	68092
26572	68094
26573	68095
26574	68097
26575	68098
26576	68106
26577	68107
26578	68108
26579	68117
26580	68118
26581	68119
26582	68121
26583	68126
26584	68127
26585	68128
26586	68133
26587	68134
26588	68135
26589	68137
26590	68140
26591	68142
26592	68144
26593	68145
26594	68146
26595	68147
26596	68149
26597	68151
26598	68152
26599	68153
26600	68159
26601	68161
26602	68162
26603	68166
26604	68169
26605	68172
26606	68173
26607	68175
26608	68177
26609	68178
26610	68180
26611	68183
26612	68184
26613	68185
26614	68187
26615	68188
26616	68190
26617	68192
26618	68193
26619	68194
26620	68195
26621	68196
26622	68197
26623	68198
26624	68201
26625	68202
26626	68203
26627	68204
26628	68205
26629	68209
26630	68212
26631	68214
26632	68215
26633	68219
26634	68221
26635	68222
26636	68223
26637	68224
26638	68226
26639	68230
26640	68232
26641	68233
26642	68235
26643	68236
26644	68238
26645	68239
26646	68240
26647	68243
26648	68245
26649	68246
26650	68251
26651	68255
26652	68259
26653	68260
26654	68262
26655	68263
26656	68265
26657	68267
26658	68268
26659	68270
26660	68271
26661	68272
26662	68273
26663	68274
26664	68275
26665	68276
26666	68277
26667	68279
26668	68280
26669	68281
26670	68283
26671	68285
26672	68291
26673	68292
26674	68294
26675	68295
26676	68298
26677	68299
26678	68303
26679	68306
26680	68307
26681	68308
26682	68310
26683	68311
26684	68312
26685	68314
26686	68316
26687	68318
26688	68323
26689	68327
26690	68328
26691	68332
26692	68337
26693	68338
26694	68339
26695	68342
26696	68344
26697	68346
26698	68348
26699	68349
26700	68350
26701	68352
26702	68354
26703	68355
26704	68364
26705	68365
26706	68366
26707	68369
26708	68371
26709	68375
26710	68379
26711	68385
26712	68386
26713	68393
26714	68394
26715	68396
26716	68397
26717	68400
26718	68401
26719	68404
26720	68416
26721	68420
26722	68421
26723	68423
26724	68427
26725	68428
26726	68431
26727	68436
26728	68440
26729	68441
26730	68444
26731	68449
26732	68453
26733	68458
26734	68460
26735	68463
26736	68465
26737	68468
26738	68469
26739	68472
26740	68473
26741	68475
26742	68477
26743	68479
26744	68480
26745	68481
26746	68483
26747	68484
26748	68487
26749	68488
26750	68490
26751	68493
26752	68497
26753	68498
26754	68499
26755	68501
26756	68505
26757	68507
26758	68509
26759	68510
26760	68511
26761	68512
26762	68514
26763	68515
26764	68519
26765	68520
26766	68524
26767	68525
26768	68526
26769	68527
26770	68528
26771	68531
26772	68533
26773	68537
26774	68539
26775	68545
26776	68550
26777	68552
26778	68553
26779	68554
26780	68556
26781	68558
26782	68559
26783	68563
26784	68564
26785	68565
26786	68566
26787	68567
26788	68576
26789	68581
26790	68585
26791	68588
26792	68591
26793	68592
26794	68597
26795	68598
26796	68603
26797	68606
26798	68607
26799	68611
26800	68612
26801	68614
26802	68616
26803	68617
26804	68625
26805	68626
26806	68628
26807	68631
26808	68632
26809	68634
26810	68636
26811	68637
26812	68642
26813	68644
26814	68646
26815	68652
26816	68653
26817	68655
26818	68662
26819	68666
26820	68667
26821	68668
26822	68671
26823	68673
26824	68675
26825	68678
26826	68680
26827	68682
26828	68690
26829	68691
26830	68692
26831	68693
26832	68694
26833	68695
26834	68697
26835	68701
26836	68703
26837	68705
26838	68708
26839	68709
26840	68713
26841	68718
26842	68720
26843	68721
26844	68723
26845	68724
26846	68725
26847	68728
26848	68729
26849	68730
26850	68731
26851	68735
26852	68736
26853	68737
26854	68738
26855	68740
26856	68742
26857	68743
26858	68744
26859	68750
26860	68753
26861	68755
26862	68758
26863	68760
26864	68763
26865	68764
26866	68768
26867	68770
26868	68771
26869	68774
26870	68775
26871	68776
26872	68777
26873	68778
26874	68789
26875	68790
26876	68792
26877	68794
26878	68795
26879	68796
26880	68797
26881	68799
26882	68800
26883	68801
26884	68802
26885	68808
26886	68810
26887	68813
26888	68815
26889	68816
26890	68817
26891	68818
26892	68828
26893	68832
26894	68833
26895	68836
26896	68837
26897	68839
26898	68841
26899	68842
26900	68845
26901	68846
26902	68852
26903	68854
26904	68857
26905	68859
26906	68865
26907	68867
26908	68870
26909	68874
26910	68875
26911	68877
26912	68879
26913	68888
26914	68889
26915	68891
26916	68895
26917	68897
26918	68904
26919	68910
26920	68911
26921	68915
26922	68916
26923	68917
26924	68918
26925	68920
26926	68925
26927	68926
26928	68927
26929	68929
26930	68936
26931	68938
26932	68939
26933	68941
26934	68942
26935	68943
26936	68944
26937	68947
26938	68948
26939	68949
26940	68953
26941	68954
26942	68955
26943	68957
26944	68961
26945	68964
26946	68966
26947	68968
26948	68969
26949	68970
26950	68971
26951	68972
26952	68975
26953	68977
26954	68979
26955	68980
26956	68981
26957	68982
26958	68986
26959	68988
26960	68991
26961	68992
26962	68994
26963	68995
26964	68999
26965	69002
26966	69004
26967	69008
26968	69009
26969	69010
26970	69017
26971	69019
26972	69020
26973	69024
26974	69028
26975	69029
26976	69030
26977	69032
26978	69034
26979	69035
26980	69036
26981	69038
26982	69042
26983	69046
26984	69047
26985	69048
26986	69049
26987	69050
26988	69051
26989	69053
26990	69054
26991	69055
26992	69060
26993	69064
26994	69065
26995	69066
26996	69071
26997	69072
26998	69073
26999	69076
27000	69077
27001	69080
27002	69082
27003	69083
27004	69085
27005	69086
27006	69089
27007	69090
27008	69091
27009	69094
27010	69097
27011	69101
27012	69106
27013	69108
27014	69113
27015	69116
27016	69117
27017	69120
27018	69121
27019	69123
27020	69125
27021	69129
27022	69131
27023	69134
27024	69136
27025	69137
27026	69139
27027	69142
27028	69146
27029	69147
27030	69149
27031	69150
27032	69151
27033	69155
27034	69156
27035	69159
27036	69161
27037	69162
27038	69163
27039	69165
27040	69166
27041	69168
27042	69169
27043	69171
27044	69178
27045	69181
27046	69183
27047	69185
27048	69186
27049	69187
27050	69188
27051	69189
27052	69190
27053	69191
27054	69192
27055	69193
27056	69195
27057	69202
27058	69206
27059	69207
27060	69211
27061	692132
27062	69215
27063	69216
27064	69217
27065	69219
27066	69221
27067	69226
27068	69228
27069	69232
27070	69234
27071	69237
27072	69239
27073	69241
27074	69248
27075	69253
27076	69256
27077	69257
27078	69259
27079	69260
27080	69263
