	gene_matrix_background
14478	17347
14479	17349
14480	17350
14481	17354
14482	17355
14483	17357
14484	17364
14485	17380
14486	17381
14487	17384
14488	17385
14489	17386
14490	17387
14491	17388
14492	17389
14493	17390
14494	17391
14495	17392
14496	17393
14497	17394
14498	17395
14499	17420
14500	17423
14501	17425
14502	17427
14503	17428
14504	17433
14505	17434
14506	17436
14507	17441
14508	17444
14509	17448
14510	17449
14511	17450
14512	17451
14513	17454
14514	17463
14515	17470
14516	17472
14517	17474
14518	17475
14519	17476
14520	17480
14521	17523
14522	17524
14523	17527
14524	17528
14525	17532
14526	17533
14527	17534
14528	17535
14529	17536
14530	17537
14531	17681
14532	17684
14533	17685
14534	17686
14535	17687
14536	17688
14537	17690
14538	17691
14539	17692
14540	17695
14541	17698
14542	17700
14543	17701
14544	17702
14545	17703
14546	17705
14547	17706
14548	17708
14549	17709
14550	17710
14551	17711
14552	17713
14553	17714
14554	17716
14555	17717
14556	17718
14557	17719
14558	17720
14559	17721
14560	17722
14561	17748
14562	17749
14563	17750
14564	17751
14565	17752
14566	17754
14567	17755
14568	17756
14569	17758
14570	17760
14571	17761
14572	17762
14573	17763
14574	17764
14575	17765
14576	17766
14577	17768
14578	17769
14579	17772
14580	17773
14581	17775
14582	17776
14583	17777
14584	17826
14585	17827
14586	17828
14587	17829
14588	17830
14589	17831
14590	17833
14591	17835
14592	17836
14593	17837
14594	17840
14595	17841
14596	17842
14597	17843
14598	17844
14599	17846
14600	17847
14601	17855
14602	17857
14603	17858
14604	17859
14605	17863
14606	17864
14607	17865
14608	17868
14609	17869
14610	17870
14611	17872
14612	17873
14613	17874
14614	17876
14615	17877
14616	17878
14617	17879
14618	17880
14619	17882
14620	17883
14621	17884
14622	17885
14623	17886
14624	17888
14625	17896
14626	17897
14627	17898
14628	17901
14629	17904
14630	17906
14631	17907
14632	17909
14633	17912
14634	17913
14635	17916
14636	17918
14637	17919
14638	17920
14639	17921
14640	17922
14641	17925
14642	17926
14643	17927
14644	17928
14645	17929
14646	17930
14647	17931
14648	17932
14649	17933
14650	17936
14651	17937
14652	17938
14653	17939
14654	17940
14655	17948
14656	17951
14657	17952
14658	17954
14659	17955
14660	17957
14661	17960
14662	17961
14663	17962
14664	17965
14665	17966
14666	17967
14667	17968
14668	17969
14669	17970
14670	17972
14671	17973
14672	17974
14673	17975
14674	17977
14675	17978
14676	17979
14677	17984
14678	17986
14679	17988
14680	17991
14681	17992
14682	17993
14683	17995
14684	17996
14685	17997
14686	17999
14687	18002
14688	18003
14689	18004
14690	18005
14691	18007
14692	18008
14693	18010
14694	18011
14695	18012
14696	18013
14697	18014
14698	18015
14699	18016
14700	18018
14701	18019
14702	18020
14703	18021
14704	18022
14705	18023
14706	18024
14707	18025
14708	18027
14709	18028
14710	18029
14711	18030
14712	18032
14713	18033
14714	18034
14715	18035
14716	18036
14717	18037
14718	18038
14719	18039
14720	18040
14721	18041
14722	18044
14723	18045
14724	18046
14725	18048
14726	18049
14727	18050
14728	18053
14729	18054
14730	18071
14731	18072
14732	18073
14733	18074
14734	18080
14735	18081
14736	18082
14737	18087
14738	18088
14739	18089
14740	18091
14741	18092
14742	18094
14743	18095
14744	18096
14745	18099
14746	18100
14747	18101
14748	18102
14749	18103
14750	18104
14751	18105
14752	18107
14753	18108
14754	18109
14755	18111
14756	18113
14757	18114
14758	18115
14759	18117
14760	18119
14761	18120
14762	18121
14763	18124
14764	18125
14765	18126
14766	18127
14767	18128
14768	18129
14769	18130
14770	18131
14771	18132
14772	18139
14773	18140
14774	18141
14775	18142
14776	18143
14777	18145
14778	18146
14779	18148
14780	18150
14781	18155
14782	18158
14783	18159
14784	18160
14785	18162
14786	18163
14787	18164
14788	18166
14789	18167
14790	18168
14791	18169
14792	18171
14793	18173
14794	18174
14795	18175
14796	18176
14797	18181
14798	18183
14799	18185
14800	18186
14801	18187
14802	18188
14803	18189
14804	18190
14805	18191
14806	18193
14807	18194
14808	18195
14809	18196
14810	18197
14811	18198
14812	18201
14813	18203
14814	18205
14815	18207
14816	18208
14817	18209
14818	18211
14819	18212
14820	18213
14821	18214
14822	18216
14823	18217
14824	18218
14825	18220
14826	18221
14827	18222
14828	18223
14829	18226
14830	18227
14831	18230
14832	18231
14833	18232
14834	18241
14835	18242
14836	18245
14837	18247
14838	18249
14839	18256
14840	18260
14841	18261
14842	18263
14843	18285
14844	18286
14845	18291
14846	18292
14847	18293
14848	18294
14849	18295
14850	18301
14851	18302
14852	18377
14853	18378
14854	18379
14855	18383
14856	18386
14857	18387
14858	18389
14859	18390
14860	18391
14861	18392
14862	18393
14863	18399
14864	18400
14865	18405
14866	18406
14867	18407
14868	18408
14869	18412
14870	18413
14871	18414
14872	18415
14873	18416
14874	18417
14875	18419
14876	18420
14877	18422
14878	18423
14879	18424
14880	18426
14881	18429
14882	18430
14883	18431
14884	18432
14885	18436
14886	18438
14887	18439
14888	18440
14889	18441
14890	18442
14891	18451
14892	18452
14893	18453
14894	18457
14895	18458
14896	18459
14897	18472
14898	18475
14899	18476
14900	18477
14901	18478
14902	18479
14903	18481
14904	18483
14905	18484
14906	18488
14907	18489
14908	18491
14909	18503
14910	18504
14911	18505
14912	18506
14913	18507
14914	18508
14915	18509
14916	18510
14917	18511
14918	18514
14919	18515
14920	18516
14921	18518
14922	18519
14923	18521
14924	18526
14925	18530
14926	18534
14927	18536
14928	18537
14929	18538
14930	18541
14931	18542
14932	18545
14933	18546
14934	18548
14935	18549
14936	18550
14937	18551
14938	18552
14939	18553
14940	18554
14941	18555
14942	18557
14943	18559
14944	18563
14945	18566
14946	18567
14947	18569
14948	18570
14949	18571
14950	18572
14951	18573
14952	18574
14953	18575
14954	18576
14955	18577
14956	18578
14957	18582
14958	18583
14959	18584
14960	18585
14961	18587
14962	18588
14963	18590
14964	18591
14965	18595
14966	18596
14967	18597
14968	18598
14969	18599
14970	18600
14971	18601
14972	18602
14973	18604
14974	18605
14975	18606
14976	18607
14977	18609
14978	18610
14979	18611
14980	18612
14981	18613
14982	18616
14983	18617
14984	18618
14985	18619
14986	18624
14987	18626
14988	18627
14989	18628
14990	18631
14991	18632
14992	18633
14993	18634
14994	18636
14995	18637
14996	18639
14997	18640
14998	18641
14999	18642
15000	18643
15001	18645
15002	18646
15003	18647
15004	18648
15005	18654
15006	18655
15007	18663
15008	18667
15009	18669
15010	18670
15011	18671
15012	18673
15013	18674
15014	18675
15015	18676
15016	18679
15017	18682
15018	18685
15019	18689
15020	18693
15021	18700
15022	18701
15023	18703
15024	18704
15025	18705
15026	18706
15027	18707
15028	18708
15029	18709
15030	18710
15031	18711
15032	18712
15033	18715
15034	18716
15035	18717
15036	18718
15037	18719
15038	18720
15039	18722
15040	18725
15041	18726
15042	18729
15043	18733
15044	18736
15045	18738
15046	18739
15047	18740
15048	18741
15049	18742
15050	18744
15051	18746
15052	18747
15053	18749
15054	18750
15055	18751
15056	18752
15057	18753
15058	18754
15059	18755
15060	18759
15061	18760
15062	18761
15063	18762
15064	18763
15065	18764
15066	18766
15067	18767
15068	18768
15069	18769
15070	18770
15071	18771
15072	18772
15073	18775
15074	18776
15075	18777
15076	18778
15077	18779
15078	18780
15079	18781
15080	18782
15081	18783
15082	18784
15083	18786
15084	18787
15085	18788
15086	18789
15087	18791
15088	18792
15089	18793
15090	18795
15091	18796
15092	18797
15093	18798
15094	18799
15095	18802
15096	18803
15097	18805
15098	18806
15099	18807
15100	18810
15101	18811
15102	18812
15103	18813
15104	18814
15105	18815
15106	18816
15107	18817
15108	18821
15109	18822
15110	18823
15111	18824
15112	18826
15113	18828
15114	18829
15115	18830
15116	18843
15117	18844
15118	18845
15119	18846
15120	18854
15121	18857
15122	18858
15123	18861
15124	18933
15125	18935
15126	18938
15127	18946
15128	18947
15129	18948
15130	18949
15131	18950
15132	18968
15133	18969
15134	18970
15135	18971
15136	18972
15137	18973
15138	18974
15139	18975
15140	18976
15141	18979
15142	18983
15143	18984
15144	18985
15145	18986
15146	18987
15147	18988
15148	18991
15149	18992
15150	18993
15151	18994
15152	18996
15153	18997
15154	18998
15155	18999
15156	19009
15157	19011
15158	19012
15159	19013
15160	19014
15161	19015
15162	19016
15163	19017
15164	19018
15165	19023
15166	19024
15167	19025
15168	19027
15169	19035
15170	19038
15171	19039
15172	19041
15173	19042
15174	19043
15175	19044
15176	19045
15177	19046
15178	19047
15179	19049
15180	19051
15181	19052
15182	19053
15183	19054
15184	19055
15185	19056
15186	19057
15187	19058
15188	19059
15189	19060
15190	19062
15191	19063
15192	19064
15193	19065
15194	19069
15195	19070
15196	19072
15197	19073
15198	19074
15199	19075
15200	19076
15201	19079
15202	19082
15203	19084
15204	19085
15205	19087
15206	19088
15207	19089
15208	19090
15209	19091
15210	19092
15211	19094
15212	19099
15213	19106
15214	19108
15215	19109
15216	19110
15217	19111
15218	19112
15219	19113
15220	19114
15221	19116
15222	19118
15223	19119
15224	19120
15225	19122
15226	19123
15227	19124
15228	19125
15229	19126
15230	19127
15231	19128
15232	19130
15233	19131
15234	19132
15235	19133
15236	19134
15237	19139
15238	19141
15239	19142
15240	19143
15241	19144
15242	19146
15243	19152
15244	19153
15245	19155
15246	19156
15247	19157
15248	191578
15249	19158
15250	19159
15251	19164
15252	19165
15253	19166
15254	19167
15255	19170
15256	19171
15257	19172
15258	19173
15259	19175
15260	19177
15261	19179
15262	19181
15263	19182
15264	19183
15265	19184
15266	19185
15267	19186
15268	19188
15269	19192
15270	19193
15271	19194
15272	19197
15273	19200
15274	19201
15275	19202
15276	19204
15277	19205
15278	19206
15279	19207
15280	19208
15281	19210
15282	19211
15283	192113
15284	192119
15285	19212
15286	192120
15287	19213
15288	192136
15289	19214
15290	192140
15291	19215
15292	192156
15293	192157
15294	192159
15295	19216
15296	192160
15297	192161
15298	192163
15299	192164
15300	192166
15301	192167
15302	192169
15303	19217
15304	192170
15305	192174
15306	192176
15307	19218
15308	192185
15309	192187
15310	192188
15311	19219
15312	192190
15313	192191
15314	192192
15315	192193
15316	192194
15317	192195
15318	192196
15319	192197
15320	192198
15321	192199
15322	19220
15323	192200
15324	192201
15325	19221
15326	192212
15327	192216
15328	19222
15329	19223
15330	192231
15331	192232
15332	192236
15333	19224
15334	19225
15335	19226
15336	19227
15337	19228
15338	192285
15339	192287
15340	192289
15341	19229
15342	192292
15343	19230
15344	19231
15345	19240
15346	19241
15347	19242
15348	19243
15349	19244
15350	19245
15351	19246
15352	19247
15353	19248
15354	19249
15355	19250
15356	19252
15357	19253
15358	19255
15359	19256
15360	19258
15361	19259
15362	19260
15363	19261
15364	19262
15365	19263
15366	19264
15367	19265
15368	192650
15369	192651
15370	192652
15371	192653
15372	192654
15373	192656
15374	192657
15375	192658
15376	19266
15377	192662
15378	192663
15379	19267
15380	192678
15381	19268
15382	19270
15383	19271
15384	19272
15385	19273
15386	192734
15387	19274
15388	19275
15389	19276
15390	19277
15391	192775
15392	192786
15393	19279
15394	19280
15395	19281
15396	19283
15397	192852
15398	19286
15399	19288
15400	19289
15401	192897
15402	19290
15403	19291
15404	19293
15405	19294
15406	192950
15407	19296
15408	192970
15409	192976
15410	19298
15411	192986
15412	19299
15413	19300
15414	193003
15415	19301
15416	19302
15417	193022
15418	19303
15419	193034
15420	193043
15421	19305
15422	19309
15423	193116
15424	193217
15425	19324
15426	19325
15427	19326
15428	19328
15429	193280
15430	193286
15431	19329
15432	19330
15433	19331
15434	19332
15435	193322
15436	19334
15437	19335
15438	19336
15439	19337
15440	19338
15441	19339
15442	19340
15443	19341
15444	19342
15445	19344
15446	19345
15447	193452
15448	19346
15449	19347
15450	19348
15451	19349
15452	19352
15453	19353
15454	19354
15455	19355
15456	19356
15457	19357
15458	19358
15459	19359
15460	19360
15461	19361
15462	19362
15463	19363
15464	19364
15465	19365
15466	19366
15467	19367
15468	193670
15469	19373
15470	193736
15471	19374
15472	193740
15473	193742
15474	19376
15475	19377
15476	19378
15477	193796
15478	193813
15479	19383
15480	193838
15481	19384
15482	19385
15483	19386
15484	19387
15485	19395
15486	19400
15487	19401
15488	19411
15489	194126
15490	19414
15491	19415
15492	19416
15493	19417
15494	19418
15495	19419
15496	194219
15497	194231
15498	194237
15499	194268
15500	19428
15501	194292
15502	194309
15503	19434
15504	194352
15505	194357
15506	194388
15507	194401
15508	194588
15509	194590
15510	194597
15511	194604
15512	194655
15513	194738
15514	194744
15515	194854
15516	194856
15517	194908
15518	194952
15519	194974
15520	195018
15521	195040
15522	195046
15523	195208
15524	195236
15525	195333
15526	195359
15527	195434
15528	195522
15529	195564
15530	195646
15531	195726
15532	195727
15533	195733
15534	19645
15535	19646
15536	19647
15537	19649
15538	19650
15539	19651
15540	19652
15541	19653
15542	19654
15543	19655
15544	19656
15545	19657
15546	19659
15547	19660
15548	19661
15549	19662
15550	19663
15551	19664
15552	19668
15553	19671
15554	19672
15555	19674
15556	19679
15557	19682
15558	19683
15559	19684
15560	19687
15561	19691
15562	19692
15563	19693
15564	19694
15565	19695
15566	19696
15567	19697
15568	19698
15569	19699
15570	19700
15571	19701
15572	19703
15573	19704
15574	19707
15575	19708
15576	19711
15577	19712
15578	19713
15579	19714
15580	19716
15581	19718
15582	19719
15583	19720
15584	19724
15585	19725
15586	19726
15587	19727
15588	19729
15589	19730
15590	19731
15591	19732
15592	19733
15593	19734
15594	19735
15595	19736
15596	19737
15597	19739
15598	19743
15599	19744
15600	19746
15601	19752
15602	19762
15603	19763
15604	19765
15605	19766
15606	19769
15607	19771
15608	19773
15609	19775
15610	19777
15611	19782
15612	19783
15613	19784
15614	19799
15615	19804
15616	19817
15617	19819
15618	19820
15619	19821
15620	19822
15621	19823
15622	19824
15623	19826
15624	19842
15625	19844
15626	19845
15627	19847
15628	19848
15629	19862
15630	19866
15631	19870
15632	19872
15633	19874
15634	19876
15635	19877
15636	19878
15637	19879
15638	19881
15639	19882
15640	19883
15641	19885
15642	19886
15643	19888
15644	19889
15645	19891
15646	19892
15647	19893
15648	19894
15649	19895
15650	19896
15651	19899
15652	19921
15653	19933
15654	19934
15655	19935
15656	19941
15657	19942
15658	19943
15659	19944
15660	19946
15661	19951
15662	19981
15663	19982
15664	19988
15665	19989
15666	20005
15667	20014
15668	20016
15669	20017
15670	20018
15671	20019
15672	20020
15673	20021
15674	20022
15675	20024
15676	20028
15677	20042
15678	20044
15679	20054
15680	20055
15681	20068
15682	20084
15683	20085
15684	20088
15685	20090
15686	20091
15687	20102
15688	20103
15689	20104
15690	20111
15691	20112
15692	20115
15693	20116
15694	20128
15695	20129
15696	20130
15697	20132
15698	20133
15699	20135
15700	20147
15701	20148
15702	20163
15703	20166
15704	20167
15705	20168
15706	20170
15707	20174
15708	20181
15709	20182
15710	20183
15711	20184
15712	20185
15713	20186
15714	20187
15715	20190
15716	20191
15717	20192
15718	20193
15719	20194
15720	20195
15721	20196
15722	20197
15723	20198
15724	20199
15725	20200
15726	20201
15727	20202
15728	20203
15729	20204
15730	20208
15731	20209
15732	20210
15733	20211
15734	20215
15735	20216
15736	20218
15737	20219
15738	20220
15739	20222
15740	20224
15741	20226
15742	20227
15743	20229
15744	20230
15745	20231
15746	20234
15747	20238
15748	20239
15749	20248
15750	20249
15751	20250
15752	20254
15753	20255
15754	20256
15755	20257
15756	20259
15757	20262
15758	20264
15759	20265
15760	20266
15761	20269
15762	20271
15763	20272
15764	20273
15765	20274
15766	20276
15767	20277
15768	20278
15769	20280
15770	20284
15771	20286
15772	20287
15773	20288
15774	20289
15775	20290
15776	20292
15777	20293
15778	20295
15779	20296
15780	20297
15781	20299
15782	20300
15783	20301
15784	20302
15785	20303
15786	20304
15787	20305
15788	20306
15789	20307
15790	20308
15791	20309
15792	20310
15793	20311
15794	20312
15795	20315
15796	20316
15797	20317
15798	20318
15799	20319
15800	20320
15801	20321
15802	20322
15803	20333
15804	20334
15805	20335
15806	20336
15807	20338
15808	20339
15809	20340
15810	20341
15811	20342
15812	20343
15813	20344
15814	20345
15815	20346
15816	20347
15817	20348
15818	20349
15819	20350
15820	20351
15821	20352
15822	20353
15823	20354
15824	20355
15825	20356
15826	20357
15827	20358
15828	20359
15829	20360
15830	20361
15831	20365
15832	20370
15833	20371
15834	20375
15835	20377
15836	20378
15837	20379
15838	20382
15839	20383
15840	20384
15841	20387
15842	20388
15843	20389
15844	20390
15845	20391
15846	20392
15847	20393
15848	20394
15849	20397
15850	20399
15851	20400
15852	20401
15853	20402
15854	20403
15855	20404
15856	20405
15857	20408
15858	20409
15859	20410
15860	20411
15861	20415
15862	20416
15863	20418
15864	20419
15865	20420
15866	20423
15867	20425
15868	20429
15869	20430
15870	20431
15871	20437
15872	20438
15873	20439
15874	20440
15875	20441
15876	20442
15877	20443
15878	20444
15879	20445
15880	20446
15881	20447
15882	20448
15883	20449
15884	20450
15885	20451
15886	20452
15887	20454
15888	20459
15889	20460
15890	20462
15891	20463
15892	20464
15893	20465
15894	20466
15895	20467
15896	20469
15897	20471
15898	20472
15899	20473
15900	20474
15901	20475
15902	20476
15903	20479
15904	20480
15905	20481
15906	20482
15907	20491
15908	20492
15909	20493
15910	20494
15911	20495
15912	20496
15913	20497
15914	20498
15915	20499
15916	20500
15917	20501
15918	20502
15919	20503
15920	20504
15921	20505
15922	20508
15923	20509
15924	20510
15925	20511
15926	20512
15927	20513
15928	20514
15929	20515
15930	20516
15931	20517
15932	20518
15933	20519
15934	20520
15935	20521
15936	20522
15937	20523
15938	20524
15939	20525
15940	20526
15941	20527
15942	20528
15943	20529
15944	20530
15945	20531
15946	20532
15947	20533
15948	20534
15949	20535
15950	20536
15951	20537
15952	20538
15953	20539
15954	20540
15955	20541
15956	20544
15957	20555
15958	20556
15959	20557
15960	20558
15961	20562
15962	20563
15963	20564
15964	20568
15965	20583
15966	20585
15967	20586
15968	20587
15969	20588
15970	20589
15971	20591
15972	20592
15973	20595
15974	20597
15975	20598
15976	20599
15977	20600
15978	20602
15979	20603
15980	20604
15981	20605
15982	20606
15983	20607
15984	20608
15985	20609
15986	20610
15987	20611
15988	20612
15989	20613
15990	20614
15991	20615
15992	20616
15993	20617
15994	20618
15995	20619
15996	20620
15997	20621
15998	20623
15999	20624
16000	20630
16001	20637
16002	20638
16003	20639
16004	20641
16005	20643
16006	20646
16007	20648
16008	20649
16009	20650
16010	20652
16011	20655
16012	20656
16013	20657
16014	20658
16015	20660
16016	20661
16017	20662
16018	20663
16019	20664
16020	20665
16021	20666
16022	20667
16023	20668
16024	20669
16025	20670
16026	20671
16027	20672
16028	20674
16029	20675
16030	20677
16031	20678
16032	20679
16033	20680
16034	20681
16035	20682
16036	20683
16037	20684
16038	20686
16039	20687
16040	20688
16041	20689
16042	20690
16043	20692
16044	20698
16045	20700
16046	20701
16047	20702
16048	20703
16049	20704
16050	20706
16051	20707
16052	20708
16053	20709
16054	20710
16055	20713
16056	20714
16057	20715
16058	207151
16059	207157
16060	20716
16061	207165
16062	20717
16063	207175
16064	207181
16065	207182
16066	20719
16067	20720
16068	207209
16069	207212
16070	207213
16071	207214
16072	207215
16073	207227
16074	20723
16075	20724
16076	20725
16077	207259
16078	20726
16079	207278
16080	20728
16081	20729
16082	20730
16083	207304
16084	20731
16085	20732
16086	20733
16087	207352
16088	20737
16089	207375
16090	20738
16091	20739
16092	207393
16093	20740
16094	20741
16095	20742
16096	207425
16097	20743
16098	20744
16099	20745
16100	20747
16101	207474
16102	207495
16103	20750
16104	20751
16105	207521
16106	20753
16107	20754
16108	20755
16109	20756
16110	207565
16111	20758
16112	20759
16113	207592
16114	207596
16115	20760
16116	207607
16117	20761
16118	207615
16119	207618
16120	20762
16121	20763
16122	20764
16123	20765
16124	20766
16125	207667
16126	20768
16127	207683
16128	207686
16129	20770
16130	207704
16131	20771
16132	207728
16133	20773
16134	207740
16135	207742
16136	20775
16137	20776
16138	20778
16139	207781
16140	207785
16141	20779
16142	207792
16143	207798
16144	207806
16145	207818
16146	207839
16147	207854
16148	20787
16149	20788
16150	207911
16151	207920
16152	207921
16153	207932
16154	207952
16155	207958
16156	207965
16157	208043
16158	20807
16159	208076
16160	208079
16161	208080
16162	208084
16163	208092
16164	208098
16165	20810
16166	208104
16167	20811
16168	208117
16169	20813
16170	208144
16171	208146
16172	20815
16173	208151
16174	208154
16175	208158
16176	208164
16177	208169
16178	20817
16179	208171
16180	208177
16181	20818
16182	208188
16183	208194
16184	208198
16185	20821
16186	208211
16187	208213
16188	208228
16189	20823
16190	208258
16191	208263
16192	208266
16193	208285
16194	208292
16195	20832
16196	20833
16197	20834
16198	208366
16199	208372
16200	20840
16201	20841
16202	20842
16203	208426
16204	20843
16205	208431
16206	208439
16207	20844
16208	208440
16209	208449
16210	20845
16211	20846
16212	20847
16213	20848
16214	20849
16215	20850
16216	20851
16217	208518
16218	20852
16219	20853
16220	20855
16221	20856
16222	208583
16223	20859
16224	208595
16225	20860
16226	208606
16227	20861
16228	208613
16229	208618
16230	20862
16231	208624
16232	208628
16233	20863
16234	208634
16235	208638
16236	208643
16237	208647
16238	208650
16239	208659
16240	20866
16241	208665
16242	208666
16243	20867
16244	208677
16245	20868
16246	20869
16247	208691
16248	20871
16249	208715
16250	208718
16251	20872
16252	208727
16253	20873
16254	20874
16255	208748
16256	208760
16257	208768
16258	20877
16259	208777
16260	20878
16261	208795
16262	208820
16263	208836
16264	208846
16265	208869
16266	20887
16267	20888
16268	208884
16269	208890
16270	208898
16271	20890
16272	208908
16273	208922
16274	20893
16275	208936
16276	208941
16277	208943
16278	208967
16279	208968
16280	20897
16281	208982
16282	20899
16283	208990
16284	208994
16285	209003
16286	20901
16287	209011
16288	209012
16289	209018
16290	209027
16291	209032
16292	209039
16293	209047
16294	20907
16295	20908
16296	209086
16297	20909
16298	209091
16299	20910
16300	20911
16301	20912
16302	20913
16303	209131
16304	20916
16305	20917
16306	209176
16307	20918
16308	209186
16309	209195
16310	209200
16311	209212
16312	20922
16313	209224
16314	209225
16315	209232
16316	209239
16317	20924
16318	20926
16319	209268
16320	20927
16321	20928
16322	209294
16323	20930
16324	20931
16325	209318
16326	20932
16327	20933
16328	209334
16329	20935
16330	209351
16331	209354
16332	209357
16333	209361
16334	20937
16335	209378
16336	209387
16337	20939
16338	20941
16339	209416
16340	20944
16341	209446
16342	209448
16343	20945
16344	209456
16345	209462
16346	20947
16347	209478
16348	209488
16349	209497
16350	209512
16351	209513
16352	209517
16353	20955
16354	209550
16355	209558
16356	20957
16357	20958
16358	209584
16359	209586
16360	209588
16361	209590
16362	209601
16363	20962
16364	20963
16365	209630
16366	20964
16367	209645
16368	20965
16369	209683
16370	20969
16371	209692
16372	20970
16373	209707
16374	20971
16375	20972
16376	20973
16377	209737
16378	20974
16379	20975
16380	209760
16381	20977
16382	209773
16383	209776
16384	20979
16385	20980
16386	20981
16387	209815
16388	209824
16389	20983
16390	209837
16391	209966
16392	20997
16393	210004
16394	210009
16395	210027
16396	210029
16397	210044
16398	210045
16399	210094
16400	210104
16401	210105
16402	210108
16403	210126
16404	210135
16405	210145
16406	210146
16407	210148
16408	210162
16409	210172
16410	210198
16411	210274
16412	210293
16413	210297
16414	210321
16415	210356
16416	210373
16417	210376
16418	210417
16419	210463
16420	210503
16421	210510
16422	210529
16423	210530
16424	210535
16425	210544
16426	210554
16427	210573
16428	210582
16429	210583
16430	210622
16431	210673
16432	210710
16433	210711
16434	210719
16435	210741
16436	210757
16437	210762
16438	210766
16439	210789
16440	210801
16441	210808
16442	210853
16443	210876
16444	210925
16445	210933
16446	210940
16447	210962
16448	210973
16449	210992
16450	210998
16451	211001
16452	211006
16453	211007
16454	211039
16455	211064
16456	211134
16457	211135
16458	211151
16459	211187
16460	211208
16461	211223
16462	211228
16463	211232
16464	211253
16465	211255
16466	211286
16467	211305
16468	211323
16469	211329
16470	211347
16471	211378
16472	211383
16473	211389
16474	211401
16475	211429
16476	211446
16477	211468
16478	211480
16479	211482
16480	211484
16481	211488
16482	211496
16483	211499
16484	211548
16485	211550
16486	211556
16487	211577
16488	211578
16489	211586
16490	211612
16491	211651
16492	211652
16493	211660
16494	211666
16495	211673
16496	211712
16497	211739
16498	211770
16499	211798
16500	211896
16501	211914
16502	211922
16503	211924
16504	211936
16505	211945
16506	211948
16507	211949
16508	211961
16509	211978
16510	211986
16511	212032
16512	212070
16513	212073
16514	212085
16515	212090
16516	212108
16517	212111
16518	212114
16519	212123
16520	212124
16521	212127
16522	212139
16523	212153
16524	212163
16525	212167
16526	212168
16527	212190
16528	212198
16529	212225
16530	212276
16531	212281
16532	212285
16533	212307
16534	212326
16535	212377
16536	212390
16537	212391
16538	212392
16539	212398
16540	212439
16541	212442
16542	212448
16543	212483
16544	212503
16545	212508
16546	212514
16547	212516
16548	212517
16549	212518
16550	212528
16551	212531
16552	212539
16553	212541
16554	212547
16555	212569
16556	212627
16557	212632
16558	212647
16559	212670
16560	212679
16561	212706
16562	212712
16563	212772
16564	212862
16565	212880
16566	212892
16567	212898
16568	212919
16569	212933
16570	212937
16571	212965
16572	212980
16573	212986
16574	212989
16575	212998
16576	212999
16577	213002
16578	213006
16579	213011
16580	213012
16581	213019
16582	213027
16583	213043
16584	213053
16585	213054
16586	213068
16587	213081
16588	213084
16589	213109
16590	213119
16591	213121
16592	213171
16593	213208
16594	213211
16595	213233
16596	213234
16597	213236
16598	213248
16599	213262
16600	213272
16601	21331
16602	213311
16603	213326
16604	21333
16605	213332
16606	21334
16607	21335
16608	21336
16609	21337
16610	21338
16611	213389
16612	21339
16613	213391
16614	21340
16615	213402
16616	213409
16617	21341
16618	213417
16619	21343
16620	213435
16621	213439
16622	21345
16623	213452
16624	21346
16625	213464
16626	213469
16627	213484
16628	21349
16629	213491
16630	213498
16631	213499
16632	21350
16633	21351
16634	213522
16635	213527
16636	21353
16637	213539
16638	21354
16639	213541
16640	213544
16641	21355
16642	213550
16643	213556
16644	21356
16645	21357
16646	213573
16647	213575
16648	213582
16649	213603
16650	213649
16651	21366
16652	21367
16653	213673
16654	213696
16655	21371
16656	21372
16657	21374
16658	213742
16659	21375
16660	213753
16661	21376
16662	213760
16663	213765
16664	213773
16665	21378
16666	213781
16667	213783
16668	213788
16669	21379
16670	21380
16671	213811
16672	213819
16673	213827
16674	21384
16675	21385
16676	21386
16677	21387
16678	21388
16679	21389
16680	213895
16681	21390
16682	21391
16683	21393
16684	213945
16685	213948
16686	213956
16687	213980
16688	213988
16689	213989
16690	21399
16691	213990
16692	213993
16693	21400
16694	21401
16695	214048
16696	21405
16697	214058
16698	21406
16699	214063
16700	21407
16701	21408
16702	214084
16703	21410
16704	214105
16705	214106
16706	21411
16707	214111
16708	214112
16709	21412
16710	21413
16711	214133
16712	214137
16713	21414
16714	21415
16715	214150
16716	214158
16717	21416
16718	214162
16719	21417
16720	21418
16721	214189
16722	21419
16723	214191
16724	21420
16725	21422
16726	21423
16727	214230
16728	214240
16729	21425
16730	214253
16731	214254
16732	21426
16733	21427
16734	21428
16735	21429
16736	214292
16737	214301
16738	214305
16739	21432
16740	214321
16741	214345
16742	214359
16743	214384
16744	214424
16745	214425
16746	214444
16747	214459
16748	214469
16749	214489
16750	214498
16751	214505
16752	21452
16753	214523
16754	21453
16755	214531
16756	21454
16757	214547
16758	214552
16759	214568
16760	214572
16761	214575
16762	214579
16763	214580
16764	214585
16765	214593
16766	214597
16767	214601
16768	21461
16769	214616
16770	21462
16771	21463
16772	214639
16773	214642
16774	214663
16775	214669
16776	214685
16777	214704
16778	214742
16779	214764
16780	214766
16781	214779
16782	214791
16783	214804
16784	214812
16785	214854
16786	214855
16787	214895
16788	214897
16789	214899
16790	214901
16791	214922
16792	214931
16793	214944
16794	214951
16795	214952
16796	214968
16797	214987
16798	215001
16799	215008
16800	215015
16801	215028
16802	215029
16803	215031
16804	215051
16805	215061
16806	215085
16807	215090
16808	215095
